"","x","y"
"1",-0.849941816484036,0.197678717660704
"2",-0.781565975193992,0.217234844753202
"3",-0.510600321238313,0.304815475443773
"4",-0.261192872285023,0.396971887242818
"5",1.64948379136962,0.950475719443864
"6",-0.0153146656314029,0.493890571186893
"7",-0.9643115687483,0.167444871273892
"8",0.816200777874091,0.792807343994058
"9",0.61265971352936,0.729949317105429
"10",-0.834917528128141,0.201882072489404
"11",-0.518156358454982,0.302174590533877
"12",-0.80331470315845,0.210896430874976
"13",0.454597653768146,0.675300638492466
"14",0.46918505998388,0.68053131827814
"15",0.521861809963348,0.699116724934216
"16",0.194849039242165,0.577244434895407
"17",0.0786141057911321,0.531330216267117
"18",-1.7900673178564,0.0367215450080892
"19",0.909620546329289,0.818488670438062
"20",-1.21368035865165,0.112434903766974
"21",0.14815880998133,0.55889128106902
"22",1.83796836353365,0.966966466387886
"23",1.12061868119263,0.868774895162051
"24",-0.00625648525045236,0.497504039790378
"25",-1.89951741575934,0.0287482394944089
"26",-0.717494439161413,0.236534533202215
"27",-2.32959075649905,0.00991389558413424
"28",-1.77432063669244,0.0380050644735055
"29",0.423938523072308,0.664194675708809
"30",-0.723424981061728,0.234709414081126
"31",0.348071663834295,0.636106817855877
"32",0.341658359633998,0.633695993771748
"33",-0.64120790330089,0.260693807735634
"34",-0.104869317098249,0.458239753047554
"35",0.0455685196435569,0.518172919609321
"36",0.148840193451117,0.559160132961557
"37",1.10308770318213,0.865005459799167
"38",0.733898628762718,0.768494738562448
"39",-0.418248354478148,0.337882772654943
"40",-0.404156420035743,0.343048849131167
"41",-1.12952672402137,0.129337851314921
"42",0.0255147401410513,0.510177804308642
"43",1.16041667310512,0.877060399172837
"44",1.05812826769132,0.855001515681401
"45",1.52507474167674,0.936379771797342
"46",-0.0937931738109463,0.462636727145506
"47",0.302229811924573,0.618761560204261
"48",1.15819489962629,0.876607745368407
"49",0.685402229496048,0.753454931216711
"50",0.433834621692183,0.667795730829286
"51",-0.104866854312722,0.458240730169173
"52",-0.665671343686161,0.252810596947663
"53",-0.251926395718842,0.400548978309698
"54",-0.0663638669400034,0.473544068382289
"55",0.376341770411974,0.646668585181268
"56",0.118844572324203,0.547300752356076
